Trade #,Side,Entry Time,Entry Price,Exit Time,Exit Price,Position Size (USDT),PnL (USDT),PnL (%),Cumulative PnL (USDT)
4803,SHORT,2024-10-04T00:24:59.999Z,2345.53,2024-10-04T01:24:59.999Z,2364.54,1000.00,-8.10,-0.8105,419.72
4804,SHORT,2024-10-04T09:50:59.999Z,2377.02,2024-10-04T11:46:59.999Z,2383.68,1000.00,-2.80,-0.2802,416.92
4805,SHORT,2024-10-04T14:02:59.999Z,2378.00,2024-10-04T15:20:59.999Z,2390.18,1000.00,-5.12,-0.5122,411.79
4806,SHORT,2024-10-04T22:10:59.999Z,2422.02,2024-10-05T01:00:59.999Z,2424.21,1000.00,-0.90,-0.0904,410.89
4807,SHORT,2024-10-05T01:32:59.999Z,2416.80,2024-10-05T05:14:59.999Z,2412.10,1000.00,1.94,0.1945,412.83
4808,SHORT,2024-10-05T11:18:59.999Z,2417.76,2024-10-05T12:58:59.999Z,2422.09,1000.00,-1.79,-0.1791,411.04
4809,SHORT,2024-10-05T13:35:59.999Z,2418.14,2024-10-05T21:29:59.999Z,2404.36,1000.00,5.70,0.5699,416.74
4810,SHORT,2024-10-06T00:46:59.999Z,2408.63,2024-10-06T01:12:59.999Z,2413.16,1000.00,-1.88,-0.1881,414.86
4811,SHORT,2024-10-06T04:42:59.999Z,2410.61,2024-10-06T05:48:59.999Z,2418.00,1000.00,-3.07,-0.3066,411.80
4812,SHORT,2024-10-06T10:43:59.999Z,2419.37,2024-10-06T11:14:59.999Z,2421.99,1000.00,-1.08,-0.1083,410.71
4813,SHORT,2024-10-06T17:14:59.999Z,2439.80,2024-10-06T17:17:59.999Z,2442.21,1000.00,-0.99,-0.0988,409.73
4814,SHORT,2024-10-06T20:02:59.999Z,2439.77,2024-10-06T23:23:59.999Z,2440.41,1000.00,-0.26,-0.0262,409.46
4815,SHORT,2024-10-07T04:55:59.999Z,2488.83,2024-10-07T07:06:59.999Z,2492.10,1000.00,-1.31,-0.1314,408.15
4816,SHORT,2024-10-07T07:18:59.999Z,2485.75,2024-10-07T12:03:59.999Z,2468.51,1000.00,6.94,0.6936,415.08
4817,SHORT,2024-10-07T15:59:59.999Z,2474.23,2024-10-07T21:42:59.999Z,2453.61,1000.00,8.33,0.8334,423.42
4818,SHORT,2024-10-07T22:53:59.999Z,2443.49,2024-10-08T03:01:59.999Z,2442.40,1000.00,0.45,0.0446,423.86
4819,SHORT,2024-10-08T05:09:59.999Z,2431.01,2024-10-08T07:04:59.999Z,2435.66,1000.00,-1.91,-0.1913,421.95
4820,SHORT,2024-10-08T07:10:59.999Z,2428.81,2024-10-08T09:55:59.999Z,2434.84,1000.00,-2.48,-0.2483,419.47
4821,SHORT,2024-10-08T13:00:59.999Z,2428.81,2024-10-08T13:41:59.999Z,2442.80,1000.00,-5.76,-0.5760,413.71
4822,SHORT,2024-10-08T14:31:59.999Z,2421.36,2024-10-08T16:41:59.999Z,2448.03,1000.00,-11.01,-1.1014,402.69
4823,SHORT,2024-10-08T19:10:59.999Z,2429.25,2024-10-08T19:42:59.999Z,2440.19,1000.00,-4.50,-0.4503,398.19
4824,SHORT,2024-10-08T23:06:59.999Z,2436.00,2024-10-09T01:22:59.999Z,2451.81,1000.00,-6.49,-0.6490,391.70
4825,SHORT,2024-10-09T03:12:59.999Z,2446.10,2024-10-09T03:42:59.999Z,2454.00,1000.00,-3.23,-0.3230,388.47
4826,SHORT,2024-10-09T03:52:59.999Z,2446.71,2024-10-09T05:50:59.999Z,2449.94,1000.00,-1.32,-0.1320,387.15
4827,SHORT,2024-10-09T06:39:59.999Z,2442.61,2024-10-09T11:45:59.999Z,2437.87,1000.00,1.94,0.1941,389.09
4828,SHORT,2024-10-09T12:41:59.999Z,2427.97,2024-10-09T14:23:59.999Z,2439.33,1000.00,-4.68,-0.4679,384.41
4829,SHORT,2024-10-09T16:37:59.999Z,2436.80,2024-10-10T01:08:59.999Z,2383.06,1000.00,22.05,2.2054,406.47
4830,SHORT,2024-10-10T07:47:59.999Z,2397.08,2024-10-10T10:27:59.999Z,2395.93,1000.00,0.48,0.0480,406.95
4831,SHORT,2024-10-10T12:42:59.999Z,2386.21,2024-10-10T15:48:59.999Z,2390.48,1000.00,-1.79,-0.1789,405.16
4832,SHORT,2024-10-10T17:16:59.999Z,2390.40,2024-10-10T21:26:59.999Z,2371.05,1000.00,8.09,0.8095,413.25
4833,SHORT,2024-10-11T08:07:59.999Z,2406.14,2024-10-11T09:21:59.999Z,2411.47,1000.00,-2.22,-0.2215,411.04
4834,SHORT,2024-10-11T22:04:59.999Z,2449.90,2024-10-12T01:05:59.999Z,2450.40,1000.00,-0.20,-0.0204,410.83
4835,SHORT,2024-10-12T02:02:59.999Z,2443.93,2024-10-12T04:29:59.999Z,2445.42,1000.00,-0.61,-0.0610,410.22
4836,SHORT,2024-10-12T09:17:59.999Z,2443.70,2024-10-12T09:21:59.999Z,2447.02,1000.00,-1.36,-0.1359,408.86
4837,SHORT,2024-10-12T09:49:59.999Z,2444.27,2024-10-12T10:14:59.999Z,2449.20,1000.00,-2.02,-0.2017,406.85
4838,SHORT,2024-10-12T18:44:59.999Z,2470.48,2024-10-12T21:10:59.999Z,2474.75,1000.00,-1.73,-0.1728,405.12
4839,SHORT,2024-10-13T00:11:59.999Z,2477.69,2024-10-13T00:28:59.999Z,2482.78,1000.00,-2.05,-0.2054,403.06
4840,SHORT,2024-10-13T01:01:59.999Z,2472.51,2024-10-13T05:31:59.999Z,2465.85,1000.00,2.69,0.2694,405.76
4841,SHORT,2024-10-13T05:54:59.999Z,2464.23,2024-10-13T06:05:59.999Z,2466.42,1000.00,-0.89,-0.0889,404.87
4842,SHORT,2024-10-13T07:10:59.999Z,2462.27,2024-10-13T08:14:59.999Z,2466.01,1000.00,-1.52,-0.1519,403.35
4843,SHORT,2024-10-13T09:00:59.999Z,2462.75,2024-10-13T09:50:59.999Z,2467.00,1000.00,-1.73,-0.1726,401.62
4844,SHORT,2024-10-13T11:04:59.999Z,2464.41,2024-10-13T12:47:59.999Z,2466.93,1000.00,-1.02,-0.1023,400.60
4845,SHORT,2024-10-13T14:03:59.999Z,2461.80,2024-10-13T16:57:59.999Z,2455.49,1000.00,2.56,0.2563,403.17
4846,SHORT,2024-10-13T17:46:59.999Z,2444.59,2024-10-13T19:31:59.999Z,2452.24,1000.00,-3.13,-0.3129,400.04
4847,SHORT,2024-10-14T00:18:59.999Z,2452.94,2024-10-14T03:23:59.999Z,2472.84,1000.00,-8.11,-0.8113,391.92
4848,SHORT,2024-10-14T09:10:59.999Z,2521.38,2024-10-14T09:21:59.999Z,2527.75,1000.00,-2.53,-0.2526,389.40
4849,SHORT,2024-10-14T19:59:59.999Z,2620.51,2024-10-14T20:31:59.999Z,2626.81,1000.00,-2.40,-0.2404,386.99
4850,SHORT,2024-10-14T21:04:59.999Z,2620.40,2024-10-14T22:21:59.999Z,2632.74,1000.00,-4.71,-0.4709,382.28
4851,SHORT,2024-10-15T00:38:59.999Z,2619.69,2024-10-15T01:53:59.999Z,2632.75,1000.00,-4.99,-0.4985,377.30
4852,SHORT,2024-10-15T03:03:59.999Z,2625.35,2024-10-15T07:11:59.999Z,2615.44,1000.00,3.77,0.3775,381.07
4853,SHORT,2024-10-15T09:29:59.999Z,2613.21,2024-10-15T09:32:59.999Z,2617.39,1000.00,-1.60,-0.1600,379.47
4854,SHORT,2024-10-15T09:42:59.999Z,2611.51,2024-10-15T10:24:59.999Z,2619.50,1000.00,-3.06,-0.3060,376.41
4855,SHORT,2024-10-15T11:09:59.999Z,2607.61,2024-10-15T13:14:59.999Z,2607.68,1000.00,-0.03,-0.0027,376.39
4856,SHORT,2024-10-15T14:45:59.999Z,2573.34,2024-10-15T16:41:59.999Z,2607.50,1000.00,-13.27,-1.3275,363.11
4857,SHORT,2024-10-15T17:11:59.999Z,2582.40,2024-10-15T18:21:59.999Z,2605.41,1000.00,-8.91,-0.8910,354.20
4858,SHORT,2024-10-15T19:15:59.999Z,2588.04,2024-10-15T20:10:59.999Z,2595.20,1000.00,-2.77,-0.2767,351.44
4859,SHORT,2024-10-15T20:17:59.999Z,2586.36,2024-10-15T22:02:59.999Z,2592.59,1000.00,-2.41,-0.2409,349.03
4860,SHORT,2024-10-16T04:37:59.999Z,2605.40,2024-10-16T05:38:59.999Z,2617.00,1000.00,-4.45,-0.4452,344.57
4861,SHORT,2024-10-16T06:31:59.999Z,2607.24,2024-10-16T08:41:59.999Z,2615.79,1000.00,-3.28,-0.3279,341.30
4862,SHORT,2024-10-16T13:40:59.999Z,2615.50,2024-10-16T14:28:59.999Z,2628.22,1000.00,-4.86,-0.4863,336.43
4863,SHORT,2024-10-16T14:29:59.999Z,2621.61,2024-10-16T17:22:59.999Z,2619.16,1000.00,0.93,0.0935,337.37
4864,SHORT,2024-10-16T19:37:59.999Z,2615.84,2024-10-16T20:16:59.999Z,2619.96,1000.00,-1.58,-0.1575,335.79
4865,SHORT,2024-10-16T21:24:59.999Z,2613.56,2024-10-16T22:33:59.999Z,2622.59,1000.00,-3.46,-0.3455,332.34
4866,SHORT,2024-10-16T23:22:59.999Z,2612.68,2024-10-17T00:34:59.999Z,2623.65,1000.00,-4.20,-0.4199,328.14
4867,SHORT,2024-10-17T01:35:59.999Z,2612.15,2024-10-17T01:48:59.999Z,2623.80,1000.00,-4.46,-0.4460,323.68
4868,SHORT,2024-10-17T05:59:59.999Z,2626.67,2024-10-17T06:41:59.999Z,2635.47,1000.00,-3.35,-0.3350,320.33
4869,SHORT,2024-10-17T07:00:59.999Z,2623.70,2024-10-17T13:12:59.999Z,2611.61,1000.00,4.61,0.4608,324.94
4870,SHORT,2024-10-17T13:17:59.999Z,2607.74,2024-10-17T15:23:59.999Z,2611.00,1000.00,-1.25,-0.1250,323.69
4871,SHORT,2024-10-17T17:28:59.999Z,2604.82,2024-10-17T20:25:59.999Z,2604.13,1000.00,0.26,0.0265,323.95
4872,SHORT,2024-10-17T23:57:59.999Z,2603.16,2024-10-17T23:59:59.999Z,2605.80,1000.00,-1.01,-0.1014,322.94
4873,SHORT,2024-10-18T00:00:59.999Z,2603.60,2024-10-18T00:04:59.999Z,2606.50,1000.00,-1.11,-0.1114,321.82
4874,SHORT,2024-10-18T00:16:59.999Z,2603.15,2024-10-18T00:26:59.999Z,2606.86,1000.00,-1.43,-0.1425,320.40
4875,SHORT,2024-10-18T00:28:59.999Z,2602.01,2024-10-18T01:16:59.999Z,2610.00,1000.00,-3.07,-0.3071,317.33
4876,SHORT,2024-10-18T03:53:59.999Z,2613.73,2024-10-18T05:50:59.999Z,2624.19,1000.00,-4.00,-0.4002,313.32
4877,SHORT,2024-10-18T09:35:59.999Z,2624.40,2024-10-18T14:07:59.999Z,2632.77,1000.00,-3.19,-0.3189,310.14
4878,SHORT,2024-10-18T20:06:59.999Z,2649.53,2024-10-19T01:18:59.999Z,2644.20,1000.00,2.01,0.2012,312.15
4879,SHORT,2024-10-19T01:28:59.999Z,2638.57,2024-10-19T02:47:59.999Z,2643.00,1000.00,-1.68,-0.1679,310.47
4880,SHORT,2024-10-19T04:42:59.999Z,2641.99,2024-10-19T05:36:59.999Z,2647.08,1000.00,-1.93,-0.1927,308.54
4881,SHORT,2024-10-19T06:07:59.999Z,2642.98,2024-10-19T06:42:59.999Z,2646.93,1000.00,-1.49,-0.1495,307.05
4882,SHORT,2024-10-19T06:46:59.999Z,2644.74,2024-10-19T08:42:59.999Z,2646.86,1000.00,-0.80,-0.0802,306.25
4883,SHORT,2024-10-19T10:26:59.999Z,2642.12,2024-10-19T14:27:59.999Z,2644.08,1000.00,-0.74,-0.0742,305.50
4884,SHORT,2024-10-19T16:23:59.999Z,2641.68,2024-10-19T18:32:59.999Z,2643.48,1000.00,-0.68,-0.0681,304.82
4885,SHORT,2024-10-19T19:02:59.999Z,2640.69,2024-10-19T19:24:59.999Z,2645.49,1000.00,-1.82,-0.1818,303.00
4886,SHORT,2024-10-20T00:37:59.999Z,2642.87,2024-10-20T04:30:59.999Z,2646.38,1000.00,-1.33,-0.1328,301.68
4887,SHORT,2024-10-20T05:58:59.999Z,2640.29,2024-10-20T06:19:59.999Z,2644.38,1000.00,-1.55,-0.1549,300.13
4888,SHORT,2024-10-20T09:13:59.999Z,2644.11,2024-10-20T09:27:59.999Z,2647.03,1000.00,-1.10,-0.1104,299.02
4889,SHORT,2024-10-20T13:13:59.999Z,2646.00,2024-10-20T13:42:59.999Z,2650.47,1000.00,-1.69,-0.1689,297.33
4890,SHORT,2024-10-21T02:40:59.999Z,2740.28,2024-10-21T05:27:59.999Z,2739.69,1000.00,0.22,0.0215,297.55
4891,SHORT,2024-10-21T06:05:59.999Z,2734.15,2024-10-21T06:25:59.999Z,2739.33,1000.00,-1.89,-0.1895,295.65
4892,SHORT,2024-10-21T06:59:59.999Z,2727.57,2024-10-21T17:34:59.999Z,2679.67,1000.00,17.56,1.7561,313.22
4893,SHORT,2024-10-21T18:10:59.999Z,2664.36,2024-10-21T19:29:59.999Z,2676.83,1000.00,-4.68,-0.4680,308.54
4894,SHORT,2024-10-21T23:07:59.999Z,2671.51,2024-10-22T05:41:59.999Z,2649.57,1000.00,8.21,0.8213,316.75
4895,SHORT,2024-10-22T08:06:59.999Z,2646.27,2024-10-22T11:23:59.999Z,2635.39,1000.00,4.11,0.4111,320.86
4896,SHORT,2024-10-22T12:37:59.999Z,2625.60,2024-10-22T14:47:59.999Z,2630.18,1000.00,-1.74,-0.1744,319.11
4897,SHORT,2024-10-22T15:27:59.999Z,2619.89,2024-10-22T17:56:59.999Z,2624.50,1000.00,-1.76,-0.1760,317.36
4898,SHORT,2024-10-22T23:30:59.999Z,2628.12,2024-10-23T05:18:59.999Z,2619.66,1000.00,3.22,0.3219,320.57
4899,SHORT,2024-10-23T05:24:59.999Z,2613.90,2024-10-23T06:14:59.999Z,2619.16,1000.00,-2.01,-0.2012,318.56
4900,SHORT,2024-10-23T07:03:59.999Z,2612.11,2024-10-23T19:59:59.999Z,2512.51,1000.00,38.13,3.8130,356.69
4901,SHORT,2024-10-23T21:43:59.999Z,2505.65,2024-10-23T22:12:59.999Z,2510.13,1000.00,-1.79,-0.1788,354.90
4902,SHORT,2024-10-23T22:23:59.999Z,2504.52,2024-10-23T22:42:59.999Z,2513.15,1000.00,-3.45,-0.3446,351.46
4903,SHORT,2024-10-24T07:29:59.999Z,2550.55,2024-10-24T12:09:59.999Z,2532.31,1000.00,7.15,0.7151,358.61
4904,SHORT,2024-10-24T12:41:59.999Z,2528.50,2024-10-24T12:55:59.999Z,2537.03,1000.00,-3.37,-0.3374,355.24
4905,SHORT,2024-10-24T13:08:59.999Z,2529.50,2024-10-24T13:14:59.999Z,2533.80,1000.00,-1.70,-0.1700,353.54
4906,SHORT,2024-10-24T14:12:59.999Z,2527.46,2024-10-24T15:45:59.999Z,2533.02,1000.00,-2.20,-0.2200,351.34
4907,SHORT,2024-10-24T15:48:59.999Z,2525.63,2024-10-24T18:13:59.999Z,2525.49,1000.00,0.06,0.0055,351.39
4908,SHORT,2024-10-24T22:45:59.999Z,2531.08,2024-10-25T03:23:59.999Z,2531.17,1000.00,-0.04,-0.0036,351.36
4909,SHORT,2024-10-25T03:59:59.999Z,2521.73,2024-10-25T08:37:59.999Z,2511.81,1000.00,3.93,0.3934,355.29
4910,SHORT,2024-10-25T13:42:59.999Z,2527.61,2024-10-25T13:52:59.999Z,2546.20,1000.00,-7.35,-0.7355,347.94
4911,SHORT,2024-10-25T15:46:59.999Z,2532.22,2024-10-25T22:01:59.999Z,2492.70,1000.00,15.61,1.5607,363.54
4912,SHORT,2024-10-25T22:37:59.999Z,2487.95,2024-10-25T22:41:59.999Z,2491.18,1000.00,-1.30,-0.1298,362.24
4913,SHORT,2024-10-25T22:53:59.999Z,2479.28,2024-10-26T03:21:59.999Z,2449.11,1000.00,12.17,1.2169,374.41
4914,SHORT,2024-10-26T10:52:59.999Z,2469.23,2024-10-26T11:53:59.999Z,2472.95,1000.00,-1.51,-0.1507,372.91
4915,SHORT,2024-10-26T13:53:59.999Z,2465.30,2024-10-26T16:33:59.999Z,2468.54,1000.00,-1.31,-0.1314,371.59
4916,SHORT,2024-10-26T23:02:59.999Z,2485.82,2024-10-27T03:53:59.999Z,2482.82,1000.00,1.21,0.1207,372.80
4917,SHORT,2024-10-27T06:39:59.999Z,2478.48,2024-10-27T07:14:59.999Z,2482.65,1000.00,-1.68,-0.1682,371.12
4918,SHORT,2024-10-27T08:38:59.999Z,2478.00,2024-10-27T12:21:59.999Z,2479.25,1000.00,-0.50,-0.0504,370.61
4919,SHORT,2024-10-27T18:22:59.999Z,2493.29,2024-10-27T20:27:59.999Z,2494.10,1000.00,-0.32,-0.0325,370.29
4920,SHORT,2024-10-27T20:53:59.999Z,2492.40,2024-10-27T21:19:59.999Z,2496.12,1000.00,-1.49,-0.1493,368.79
4921,SHORT,2024-10-28T00:19:59.999Z,2505.89,2024-10-28T06:47:59.999Z,2490.03,1000.00,6.33,0.6329,375.12
4922,SHORT,2024-10-28T13:59:59.999Z,2513.77,2024-10-28T19:16:59.999Z,2517.21,1000.00,-1.37,-0.1368,373.76
4923,SHORT,2024-10-28T19:58:59.999Z,2501.92,2024-10-28T20:02:59.999Z,2510.21,1000.00,-3.31,-0.3313,370.44
4924,SHORT,2024-10-29T07:41:59.999Z,2613.49,2024-10-29T08:27:59.999Z,2620.09,1000.00,-2.53,-0.2525,367.92
4925,SHORT,2024-10-29T12:41:59.999Z,2624.79,2024-10-29T13:56:59.999Z,2636.52,1000.00,-4.47,-0.4469,363.45
4926,SHORT,2024-10-29T19:32:59.999Z,2628.82,2024-10-29T22:38:59.999Z,2637.79,1000.00,-3.41,-0.3412,360.04
4927,SHORT,2024-10-30T00:31:59.999Z,2625.82,2024-10-30T02:16:59.999Z,2634.82,1000.00,-3.43,-0.3428,356.61
4928,SHORT,2024-10-30T11:27:59.999Z,2663.33,2024-10-30T13:00:59.999Z,2682.03,1000.00,-7.02,-0.7021,349.59
4929,SHORT,2024-10-30T15:41:59.999Z,2680.00,2024-10-30T21:05:59.999Z,2675.74,1000.00,1.59,0.1590,351.18
4930,SHORT,2024-10-30T21:17:59.999Z,2658.38,2024-10-30T23:20:59.999Z,2664.79,1000.00,-2.41,-0.2411,348.76
4931,SHORT,2024-10-30T23:51:59.999Z,2661.05,2024-10-31T01:16:59.999Z,2663.58,1000.00,-0.95,-0.0951,347.81
4932,SHORT,2024-10-31T01:38:59.999Z,2651.00,2024-10-31T03:05:59.999Z,2664.99,1000.00,-5.28,-0.5277,342.54
4933,SHORT,2024-10-31T03:30:59.999Z,2655.75,2024-10-31T11:03:59.999Z,2645.88,1000.00,3.72,0.3716,346.25
4934,SHORT,2024-10-31T11:22:59.999Z,2633.55,2024-10-31T23:36:59.999Z,2525.81,1000.00,40.91,4.0911,387.16
4935,SHORT,2024-10-31T23:52:59.999Z,2520.60,2024-11-01T00:08:59.999Z,2525.01,1000.00,-1.75,-0.1750,385.41
4936,SHORT,2024-11-01T01:32:59.999Z,2505.63,2024-11-01T04:59:59.999Z,2513.35,1000.00,-3.08,-0.3081,382.33
4937,SHORT,2024-11-01T06:08:59.999Z,2505.70,2024-11-01T08:21:59.999Z,2512.05,1000.00,-2.53,-0.2534,379.80
4938,SHORT,2024-11-01T08:58:59.999Z,2499.91,2024-11-01T09:43:59.999Z,2510.00,1000.00,-4.04,-0.4036,375.76
4939,SHORT,2024-11-01T15:38:59.999Z,2516.16,2024-11-01T20:30:59.999Z,2524.71,1000.00,-3.40,-0.3398,372.36
4940,SHORT,2024-11-01T21:23:59.999Z,2500.31,2024-11-01T23:03:59.999Z,2513.00,1000.00,-5.08,-0.5075,367.29
4941,SHORT,2024-11-02T03:12:59.999Z,2513.39,2024-11-02T05:54:59.999Z,2511.61,1000.00,0.71,0.0708,368.00
4942,SHORT,2024-11-02T06:26:59.999Z,2508.03,2024-11-02T06:54:59.999Z,2510.05,1000.00,-0.81,-0.0805,367.19
4943,SHORT,2024-11-02T07:25:59.999Z,2506.14,2024-11-02T11:21:59.999Z,2504.38,1000.00,0.70,0.0702,367.89
4944,SHORT,2024-11-02T12:20:59.999Z,2498.00,2024-11-02T16:33:59.999Z,2493.05,1000.00,1.98,0.1982,369.88
4945,SHORT,2024-11-02T17:41:59.999Z,2481.51,2024-11-02T19:07:59.999Z,2490.01,1000.00,-3.43,-0.3425,366.45
4946,SHORT,2024-11-02T23:05:59.999Z,2487.79,2024-11-03T00:13:59.999Z,2495.66,1000.00,-3.16,-0.3163,363.29
4947,SHORT,2024-11-03T00:41:59.999Z,2488.09,2024-11-03T06:49:59.999Z,2460.61,1000.00,11.04,1.1045,374.33
4948,SHORT,2024-11-03T07:35:59.999Z,2452.03,2024-11-03T08:50:59.999Z,2461.73,1000.00,-3.96,-0.3956,370.38
4949,SHORT,2024-11-03T09:52:59.999Z,2450.89,2024-11-03T10:16:59.999Z,2457.13,1000.00,-2.55,-0.2546,367.83
4950,SHORT,2024-11-03T12:14:59.999Z,2455.10,2024-11-03T12:27:59.999Z,2459.40,1000.00,-1.75,-0.1751,366.08
4951,SHORT,2024-11-03T13:07:59.999Z,2450.81,2024-11-03T16:10:59.999Z,2451.34,1000.00,-0.22,-0.0216,365.86
4952,SHORT,2024-11-03T18:31:59.999Z,2434.47,2024-11-03T19:40:59.999Z,2449.37,1000.00,-6.12,-0.6120,359.74
4953,SHORT,2024-11-03T23:10:59.999Z,2457.60,2024-11-04T01:27:59.999Z,2466.17,1000.00,-3.49,-0.3487,356.25
4954,SHORT,2024-11-04T05:19:59.999Z,2469.26,2024-11-04T06:30:59.999Z,2474.76,1000.00,-2.23,-0.2227,354.03
4955,SHORT,2024-11-04T07:39:59.999Z,2463.28,2024-11-04T10:21:59.999Z,2469.90,1000.00,-2.69,-0.2687,351.34
4956,SHORT,2024-11-04T13:55:59.999Z,2463.80,2024-11-04T19:25:59.999Z,2434.20,1000.00,12.01,1.2014,363.35
4957,SHORT,2024-11-04T19:55:59.999Z,2430.20,2024-11-05T00:28:59.999Z,2407.20,1000.00,9.46,0.9464,372.82
4958,SHORT,2024-11-05T01:05:59.999Z,2399.83,2024-11-05T02:01:59.999Z,2410.79,1000.00,-4.57,-0.4567,368.25
4959,SHORT,2024-11-05T10:18:59.999Z,2431.60,2024-11-05T10:30:59.999Z,2439.22,1000.00,-3.13,-0.3134,365.12
4960,SHORT,2024-11-05T15:41:59.999Z,2441.60,2024-11-05T16:33:59.999Z,2461.77,1000.00,-8.26,-0.8261,356.86
4961,SHORT,2024-11-05T18:20:59.999Z,2449.37,2024-11-05T18:44:59.999Z,2457.43,1000.00,-3.29,-0.3291,353.57
4962,SHORT,2024-11-05T18:47:59.999Z,2451.41,2024-11-05T23:09:59.999Z,2432.79,1000.00,7.60,0.7596,361.16
4963,SHORT,2024-11-05T23:57:59.999Z,2422.80,2024-11-06T00:18:59.999Z,2438.89,1000.00,-6.64,-0.6641,354.52
4964,SHORT,2024-11-06T08:30:59.999Z,2577.31,2024-11-06T08:57:59.999Z,2602.40,1000.00,-9.73,-0.9735,344.79
4965,SHORT,2024-11-06T13:30:59.999Z,2619.76,2024-11-06T14:39:59.999Z,2639.89,1000.00,-7.68,-0.7684,337.10
4966,SHORT,2024-11-06T14:51:59.999Z,2611.00,2024-11-06T15:13:59.999Z,2642.41,1000.00,-12.03,-1.2030,325.07
4967,SHORT,2024-11-07T06:17:59.999Z,2820.73,2024-11-07T09:14:59.999Z,2824.21,1000.00,-1.23,-0.1234,323.84
4968,SHORT,2024-11-07T10:08:59.999Z,2811.19,2024-11-07T11:18:59.999Z,2820.81,1000.00,-3.42,-0.3422,320.42
4969,SHORT,2024-11-07T11:44:59.999Z,2809.59,2024-11-07T13:12:59.999Z,2818.01,1000.00,-3.00,-0.2997,317.42
4970,SHORT,2024-11-07T13:39:59.999Z,2808.39,2024-11-07T15:28:59.999Z,2826.34,1000.00,-6.39,-0.6392,311.03
4971,SHORT,2024-11-07T22:27:59.999Z,2869.22,2024-11-07T23:39:59.999Z,2890.80,1000.00,-7.52,-0.7521,303.51
4972,SHORT,2024-11-08T02:38:59.999Z,2901.79,2024-11-08T04:23:59.999Z,2913.08,1000.00,-3.89,-0.3891,299.62
4973,SHORT,2024-11-08T07:05:59.999Z,2902.50,2024-11-08T07:47:59.999Z,2918.74,1000.00,-5.60,-0.5595,294.02
4974,SHORT,2024-11-08T08:07:59.999Z,2902.79,2024-11-08T09:29:59.999Z,2913.00,1000.00,-3.52,-0.3517,290.50
4975,SHORT,2024-11-08T14:58:59.999Z,2913.34,2024-11-08T15:35:59.999Z,2936.81,1000.00,-8.06,-0.8056,282.45
4976,SHORT,2024-11-08T16:31:59.999Z,2920.00,2024-11-08T18:22:59.999Z,2932.78,1000.00,-4.38,-0.4377,278.07
4977,SHORT,2024-11-08T20:47:59.999Z,2927.39,2024-11-08T22:06:59.999Z,2949.78,1000.00,-7.65,-0.7648,270.42
4978,SHORT,2024-11-09T03:23:59.999Z,2970.80,2024-11-09T05:09:59.999Z,2975.82,1000.00,-1.69,-0.1690,268.73
4979,SHORT,2024-11-09T12:32:59.999Z,3036.92,2024-11-09T13:48:59.999Z,3048.80,1000.00,-3.91,-0.3912,264.82
4980,SHORT,2024-11-09T14:30:59.999Z,3038.50,2024-11-09T15:42:59.999Z,3045.80,1000.00,-2.40,-0.2403,262.42
4981,SHORT,2024-11-09T16:14:59.999Z,3035.11,2024-11-09T18:18:59.999Z,3040.99,1000.00,-1.94,-0.1937,260.48
4982,SHORT,2024-11-10T12:43:59.999Z,3190.33,2024-11-10T13:27:59.999Z,3203.21,1000.00,-4.04,-0.4037,256.44
4983,SHORT,2024-11-10T14:37:59.999Z,3175.48,2024-11-10T15:38:59.999Z,3202.61,1000.00,-8.54,-0.8544,247.90
4984,SHORT,2024-11-10T19:44:59.999Z,3189.81,2024-11-10T22:16:59.999Z,3210.02,1000.00,-6.34,-0.6336,241.56
4985,SHORT,2024-11-11T03:24:59.999Z,3182.96,2024-11-11T09:12:59.999Z,3154.28,1000.00,9.01,0.9010,250.57
4986,SHORT,2024-11-11T12:59:59.999Z,3172.64,2024-11-11T14:59:59.999Z,3182.80,1000.00,-3.20,-0.3202,247.37
4987,SHORT,2024-11-11T22:18:59.999Z,3292.98,2024-11-11T22:58:59.999Z,3341.53,1000.00,-14.74,-1.4743,232.63
4988,SHORT,2024-11-12T00:25:59.999Z,3295.82,2024-11-12T03:55:59.999Z,3333.00,1000.00,-11.28,-1.1281,221.35
4989,SHORT,2024-11-12T10:06:59.999Z,3336.01,2024-11-12T15:00:59.999Z,3287.68,1000.00,14.49,1.4487,235.83
4990,SHORT,2024-11-12T15:24:59.999Z,3263.04,2024-11-12T18:32:59.999Z,3280.96,1000.00,-5.49,-0.5492,230.34
4991,SHORT,2024-11-12T21:24:59.999Z,3263.42,2024-11-12T21:47:59.999Z,3282.99,1000.00,-6.00,-0.5997,224.35
4992,SHORT,2024-11-12T22:10:59.999Z,3260.43,2024-11-12T22:47:59.999Z,3287.91,1000.00,-8.43,-0.8428,215.92
4993,SHORT,2024-11-12T23:20:59.999Z,3253.67,2024-11-13T01:33:59.999Z,3271.87,1000.00,-5.59,-0.5594,210.32
4994,SHORT,2024-11-13T02:20:59.999Z,3225.51,2024-11-13T08:35:59.999Z,3173.09,1000.00,16.25,1.6252,226.58
4995,SHORT,2024-11-13T09:35:59.999Z,3151.51,2024-11-13T09:49:59.999Z,3169.42,1000.00,-5.68,-0.5683,220.89
4996,SHORT,2024-11-13T10:08:59.999Z,3154.78,2024-11-13T11:02:59.999Z,3172.48,1000.00,-5.61,-0.5611,215.28
